analysis_type,linear_trend_slope,trend_pvalue,r_squared,rmse,total_change_2010_2020,avg_yoy_change,anomalies_count,anomalies_percentage,forecast_2021,analysis_date
temporal_trends,0.029955454545454546,0.11882121063949136,0.24823013053160137,0.16485082460182288,0.29955454545454546,-0.007750000000000012,587,5.145963005172263,1.2080674362506119,2025-08-03T18:02:34.280196
